"ID","age","momID","dadID","pheno","HvsW","sex","gen","alive","gendead","yearSpawned","fate","L1m","L2m","L3m","L4m","L5m","L1d","L2d","L3d","L4d","L5d"
  24,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,14,16,  50,11,12,14,16
  25,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,10,13,15,16
  26,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,11,12,14,17
  27,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,16,  50,11,12,14,17
  28,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,16,  50,10,12,14,17
  29,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,10,13,15,17
  30,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,15,16,  50,11,12,15,16
  31,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,14,17,  50,10,13,15,16
  32,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,16,  50,11,13,14,17
  33,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,14,16,  50,10,13,15,17
  34,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,15,16,  50,11,13,14,16
  35,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,14,17,  50,11,12,14,16
  36,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,15,16,  50,10,12,15,16
  37,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,15,17,  50,11,12,14,16
  38,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,14,16,  50,11,12,15,17
  39,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,16,  50,11,13,14,17
  40,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,14,16,  50,11,13,15,17
  41,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,16,  50,11,13,15,17
  42,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,16,  50,11,13,15,17
  43,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,16,  50,10,12,15,16
  44,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,14,17,  50,10,13,14,17
  45,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,11,12,15,17
  46,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,16,  50,11,12,14,17
  47,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,16,  50,11,12,14,16
  48,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,16,  50,11,12,15,17
  49,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,14,17,  50,11,13,14,16
  50,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,14,17,  50,10,12,14,16
  51,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,11,13,14,16
  52,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,16,  50,10,13,14,17
  53,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,16,  50,10,12,15,17
  54,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,16,  50,10,12,14,16
  55,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,15,16,  50,10,13,15,17
  56,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,15,17,  50,10,12,14,16
  57,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,14,17,  50,11,12,15,16
  58,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,14,16,  50,10,12,15,16
  59,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,10,13,15,16
  60,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,10,13,14,16
  61,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,15,17,  50,11,13,15,16
  62,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,10,13,15,16
  63,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,14,17,  50,11,12,14,17
  64,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,14,16,  50,10,12,14,16
  65,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,17,  50,11,13,15,16
  66,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,16,  50,10,13,14,17
  67,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,10,13,15,16
  68,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,14,17,  50,10,12,15,17
  69,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,15,16,  50,11,12,14,16
  70,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,14,17,  50,10,12,14,17
  71,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,17,  50,11,12,15,17
  72,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,16,  50,11,12,15,17
  73,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,16,  50,11,13,15,16
  74,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,10,12,15,16
  75,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,14,16,  50,10,13,15,16
  76,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,15,16,  50,11,12,14,17
  77,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,14,17,  50,10,12,14,16
  78,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,14,17,  50,11,12,14,17
  79,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,15,16,  50,10,12,15,16
  80,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,15,16,  50,10,12,14,16
  81,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,15,16,  50,10,13,15,17
  82,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,15,16,  50,11,12,15,17
  83,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,14,17,  50,11,13,15,16
  84,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,17,  50,11,13,15,17
  85,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,16,  50,11,12,15,16
  86,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,10,12,14,17
  87,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,10,13,14,17
  88,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,11,12,14,16
  89,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,14,17,  50,11,12,14,16
  90,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,14,17,  50,11,13,15,17
  91,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,14,17,  50,11,13,14,16
  92,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,14,17,  50,10,13,15,16
  93,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,10,12,15,16
  94,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,10,13,15,16
  95,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,16,  50,11,12,15,17
  96,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,11,13,15,17
  97,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,17,  50,10,13,15,16
  98,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,14,16,  50,10,12,14,17
  99,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,10,13,14,17
 100,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,14,17,  50,10,13,14,16
 101,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,10,13,15,17
 102,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,16,  50,10,13,15,17
 103,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,14,17,  50,10,12,14,17
 104,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,14,16,  50,10,13,15,16
 105,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,14,17,  50,10,12,14,17
 106,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,14,16,  50,10,13,14,16
 107,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,10,12,14,16
 108,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,16,  50,10,12,15,16
 109,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,14,16,  50,10,13,15,17
 110,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,10,13,15,17
 111,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,17,  50,10,12,15,17
 112,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,16,  50,10,12,14,16
 113,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,17,  50,10,12,14,16
 114,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,15,17,  50,10,12,15,16
 115,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,10,12,15,16
 116,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,15,17,  50,10,12,15,16
 117,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,14,17,  50,11,13,15,16
 118,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,14,17,  50,11,12,14,17
 119,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,14,17,  50,10,13,14,17
 120,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,15,16,  50,11,12,15,16
 121,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,14,17,  50,10,13,15,16
 122,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,16,  50,10,13,14,16
 123,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,11,13,15,17
 124,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,15,17,  50,10,13,14,16
 125,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,14,16,  50,10,12,15,16
 126,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,16,  50,10,12,15,16
 127,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,16,  50,10,12,14,17
 128,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,15,17,  50,10,12,14,17
 129,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,16,  50,10,12,14,17
 130,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,14,16,  50,10,12,14,17
 131,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,16,  50,10,12,15,16
 132,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,15,17,  50,11,13,14,16
 133,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,14,16,  50,10,13,15,16
 134,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,15,17,  50,10,13,14,16
 135,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,16,  50,10,13,15,16
 136,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,16,  50,11,13,14,16
 137,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,16,  50,11,13,15,17
 138,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,16,  50,10,12,15,17
 139,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,14,16,  50,11,12,14,17
 140,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,14,17,  50,11,12,15,17
 141,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,14,17,  50,11,12,14,17
 142,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,14,17,  50,11,12,15,16
 143,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,14,16,  50,10,13,14,17
 144,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,16,  50,11,12,15,16
 145,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,16,  50,10,13,14,16
 146,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,11,13,14,16
 147,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,14,16,  50,10,12,15,17
 148,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,14,17,  50,10,13,14,16
 149,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,16,  50,10,12,14,17
 150,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,10,12,14,16
 151,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,11,12,14,17
 152,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,17,  50,10,12,14,16
 153,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,16,  50,11,13,14,17
 154,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,16,  50,11,12,14,16
 155,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,11,12,15,16
 156,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,14,16,  50,10,12,14,17
 157,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,16,  50,10,12,14,16
 158,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,17,  50,10,12,15,17
 159,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,10,13,14,16
 160,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,10,13,15,16
 161,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,10,13,15,17
 162,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,15,16,  50,11,13,15,17
 163,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,10,12,15,17
 164,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,10,12,14,16
 165,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,14,17,  50,10,12,14,17
 166,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,15,16,  50,11,12,14,16
 167,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,14,17,  50,11,13,15,17
 168,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,16,  50,11,13,15,16
 169,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,14,16,  50,11,12,14,17
 170,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,14,17,  50,10,12,14,17
 171,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,10,12,14,16
 172,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,14,17,  50,11,12,14,17
 173,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,15,17,  50,11,12,14,17
 174,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,14,17,  50,11,13,15,16
 175,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,16,  50,11,12,14,16
 176,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,17,  50,10,13,15,16
 177,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,14,17,  50,10,13,15,16
 178,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,10,12,14,17
 179,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,15,16,  50,11,13,14,17
 180,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,14,16,  50,10,13,14,16
 181,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,10,12,14,17
 182,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,14,17,  50,10,12,14,17
 183,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,11,13,14,17
 184,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,14,17,  50,10,13,15,16
 185,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,17,  50,11,12,14,17
 186,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,16,  50,11,12,14,16
 187,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,10,13,14,16
 188,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,17,  50,10,13,15,16
 189,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,14,17,  50,10,13,15,17
 190,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,15,16,  50,11,12,15,16
 191,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,14,16,  50,10,13,15,17
 192,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,10,13,15,17
 193,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,14,17,  50,11,13,14,16
 194,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,16,  50,10,13,15,16
 195,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,10,13,14,16
 196,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,14,16,  50,11,13,14,17
 197,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,10,12,15,16
 198,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,14,16,  50,10,13,14,17
 199,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,17,  50,10,13,15,16
 200,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,14,17,  50,10,13,14,17
 201,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,15,16,  50,11,13,14,16
 202,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,16,  50,11,13,14,17
 203,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,14,16,  50,10,13,14,17
 204,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,15,17,  50,10,13,15,16
 205,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,10,13,15,16
 206,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,10,13,15,17
 207,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,10,12,15,16
 208,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,17,  50,11,13,15,17
 209,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,10,12,15,16
 210,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,14,17,  50,10,13,14,17
 211,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,15,16,  50,11,13,15,16
 212,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,11,13,15,16
 213,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,15,17,  50,10,13,15,16
 214,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,14,16,  50,10,12,15,17
 215,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,14,17,  50,10,12,14,16
 216,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,10,12,14,16
 217,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,16,  50,10,13,15,17
 218,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,16,  50,11,12,14,17
 219,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,14,17,  50,11,13,15,17
 220,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,10,12,15,16
 221,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,15,16,  50,11,13,14,16
 222,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,14,17,  50,11,12,15,16
 223,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,10,12,14,17
 224,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,14,17,  50,11,12,14,16
 225,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,15,17,  50,10,12,15,16
 226,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,15,17,  50,11,12,15,17
 227,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,16,  50,10,13,14,17
 228,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,14,17,  50,11,13,14,16
 229,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,15,17,  50,11,13,15,17
 230,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,15,16,  50,11,12,14,16
 231,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,15,16,  50,11,12,14,16
 232,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,16,  50,10,12,14,17
 233,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,17,  50,11,13,14,16
 234,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,16,  50,10,12,15,17
 235,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,16,  50,10,13,15,16
 236,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,10,12,15,16
 237,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,14,17,  50,11,12,14,17
 238,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,14,16,  50,10,13,15,16
 239,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,11,13,14,16
 240,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,11,13,15,17
 241,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,14,16,  50,11,12,15,16
 242,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,14,17,  50,10,13,14,17
 243,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,11,12,15,16
 244,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,15,17,  50,10,12,14,16
 245,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,14,16,  50,11,13,15,17
 246,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,14,16,  50,10,12,15,17
 247,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,14,16,  50,10,12,14,17
 248,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,12,15,16,  50,10,13,14,16
 249,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,10,12,15,16
 250,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,15,16,  50,10,12,15,17
 251,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,15,16,  50,10,12,14,17
 252,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,13,14,16,  50,10,13,14,17
 253,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,10,13,14,17
 254,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,10,12,14,16,  50,10,12,14,17
 255,1,0,0,  100,1,0,0,0,1,1,wildSpawn,  50,11,13,15,17,  50,11,12,14,17
 256,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,14,17,  50,10,13,14,17
 257,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,13,15,16,  50,11,12,15,17
 258,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,11,12,14,17
 259,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,10,13,14,17,  50,11,13,14,17
 260,1,0,0,  100,1,1,0,0,1,1,wildSpawn,  50,11,12,15,17,  50,10,12,14,16
